Symbol,Date,Close
DIS,9/16/2014 16:00:00,90.27
DIS,9/17/2014 16:00:00,90.33
DIS,9/18/2014 16:00:00,90.34
DIS,9/19/2014 16:00:00,90.49
DIS,9/22/2014 16:00:00,89.29
DIS,9/23/2014 16:00:00,88.31
DIS,9/24/2014 16:00:00,89.45
DIS,9/25/2014 16:00:00,88.07
DIS,9/26/2014 16:00:00,88.74
DIS,9/29/2014 16:00:00,88.83
DIS,9/30/2014 16:00:00,89.03
DIS,10/1/2014 16:00:00,87.49
DIS,10/2/2014 16:00:00,86.79
DIS,10/3/2014 16:00:00,88.45
DIS,10/6/2014 16:00:00,88.56
DIS,10/7/2014 16:00:00,87.11
DIS,10/8/2014 16:00:00,88.11
DIS,10/9/2014 16:00:00,85.71
DIS,10/10/2014 16:00:00,86.27
DIS,10/13/2014 16:00:00,83.91
DIS,10/14/2014 16:00:00,84.14
DIS,10/15/2014 16:00:00,82.08
DIS,10/16/2014 16:00:00,81.74
DIS,10/17/2014 16:00:00,83.83
DIS,10/20/2014 16:00:00,85.52
DIS,10/21/2014 16:00:00,87.54
DIS,10/22/2014 16:00:00,87.1
DIS,10/23/2014 16:00:00,87.99
DIS,10/24/2014 16:00:00,88.61
DIS,10/27/2014 16:00:00,88.45
DIS,10/28/2014 16:00:00,89.93
DIS,10/29/2014 16:00:00,89.53
DIS,10/30/2014 16:00:00,90.22
DIS,10/31/2014 16:00:00,91.38
DIS,11/3/2014 16:00:00,91.71
DIS,11/4/2014 16:00:00,90.35
DIS,11/5/2014 16:00:00,91
DIS,11/6/2014 16:00:00,92
DIS,11/7/2014 16:00:00,90
DIS,11/10/2014 16:00:00,89.78
DIS,11/11/2014 16:00:00,89.98
DIS,11/12/2014 16:00:00,89.9
DIS,11/13/2014 16:00:00,90.49
DIS,11/14/2014 16:00:00,90.8
DIS,11/17/2014 16:00:00,90.41
DIS,11/18/2014 16:00:00,90.28
DIS,11/19/2014 16:00:00,89.82
DIS,11/20/2014 16:00:00,88.9
DIS,11/21/2014 16:00:00,88.96
DIS,11/24/2014 16:00:00,90.58
DIS,11/25/2014 16:00:00,91.65
DIS,11/26/2014 16:00:00,91.92
DIS,11/28/2014 16:00:00,92.51
DIS,12/1/2014 16:00:00,92.7
DIS,12/2/2014 16:00:00,93.47
DIS,12/3/2014 16:00:00,93.11
DIS,12/4/2014 16:00:00,93.23
DIS,12/5/2014 16:00:00,93.76
DIS,12/8/2014 16:00:00,93.8
DIS,12/9/2014 16:00:00,92.94
DIS,12/10/2014 16:00:00,91.63
DIS,12/11/2014 16:00:00,91.75
DIS,12/12/2014 16:00:00,91.49
DIS,12/15/2014 16:00:00,90.9
DIS,12/16/2014 16:00:00,90.17
DIS,12/17/2014 16:00:00,91.38
DIS,12/18/2014 16:00:00,92.61
DIS,12/19/2014 16:00:00,92.89
DIS,12/22/2014 16:00:00,94.2
DIS,12/23/2014 16:00:00,94.69
DIS,12/24/2014 16:00:00,94.42
DIS,12/26/2014 16:00:00,95.03
DIS,12/29/2014 16:00:00,95.5
DIS,12/30/2014 16:00:00,94.7
DIS,12/31/2014 16:00:00,94.19
DIS,1/2/2015 16:00:00,93.75
DIS,1/5/2015 16:00:00,92.38
DIS,1/6/2015 16:00:00,91.89
DIS,1/7/2015 16:00:00,92.83
DIS,1/8/2015 16:00:00,93.79
DIS,1/9/2015 16:00:00,94.25
DIS,1/12/2015 16:00:00,94.46
DIS,1/13/2015 16:00:00,95.19
DIS,1/14/2015 16:00:00,94.23
DIS,1/15/2015 16:00:00,94.35
DIS,1/16/2015 16:00:00,95.18
DIS,1/20/2015 16:00:00,94.74
DIS,1/21/2015 16:00:00,94.17
DIS,1/22/2015 16:00:00,95.15
DIS,1/23/2015 16:00:00,94.72
DIS,1/26/2015 16:00:00,94.97
DIS,1/27/2015 16:00:00,93.97
DIS,1/28/2015 16:00:00,92.67
DIS,1/29/2015 16:00:00,93.22
DIS,1/30/2015 16:00:00,90.96
DIS,2/2/2015 16:00:00,91.93
DIS,2/3/2015 16:00:00,94.1
DIS,2/4/2015 16:00:00,101.28
DIS,2/5/2015 16:00:00,102.64
DIS,2/6/2015 16:00:00,102.02
DIS,2/9/2015 16:00:00,101.73
DIS,2/10/2015 16:00:00,101.92
DIS,2/11/2015 16:00:00,101.87
DIS,2/12/2015 16:00:00,103.58
DIS,2/13/2015 16:00:00,104.17
DIS,2/17/2015 16:00:00,104.12
DIS,2/18/2015 16:00:00,103.86
DIS,2/19/2015 16:00:00,103.89
DIS,2/20/2015 16:00:00,104.55
DIS,2/23/2015 16:00:00,104.99
DIS,2/24/2015 16:00:00,104.67
DIS,2/25/2015 16:00:00,105.57
DIS,2/26/2015 16:00:00,104.56
DIS,2/27/2015 16:00:00,104.08
DIS,3/2/2015 16:00:00,105.89
DIS,3/3/2015 16:00:00,106.35
DIS,3/4/2015 16:00:00,105.57
DIS,3/5/2015 16:00:00,105.03
DIS,3/6/2015 16:00:00,103.82
DIS,3/9/2015 16:00:00,105.26
DIS,3/10/2015 16:00:00,103.09
DIS,3/11/2015 16:00:00,102.89
DIS,3/12/2015 16:00:00,107.17
DIS,3/13/2015 16:00:00,106.44
DIS,3/16/2015 16:00:00,107.37
DIS,3/17/2015 16:00:00,106.96
DIS,3/18/2015 16:00:00,107.97
DIS,3/19/2015 16:00:00,107.37
DIS,3/20/2015 16:00:00,108.43
DIS,3/23/2015 16:00:00,108.22
DIS,3/24/2015 16:00:00,107.11
DIS,3/25/2015 16:00:00,105
DIS,3/26/2015 16:00:00,105.24
DIS,3/27/2015 16:00:00,105.48
DIS,3/30/2015 16:00:00,106.12
DIS,3/31/2015 16:00:00,104.89
DIS,4/1/2015 16:00:00,105.44
DIS,4/2/2015 16:00:00,106
DIS,4/6/2015 16:00:00,105.63
DIS,4/7/2015 16:00:00,105.43
DIS,4/8/2015 16:00:00,106.36
DIS,4/9/2015 16:00:00,106.77
DIS,4/10/2015 16:00:00,106.95
DIS,4/13/2015 16:00:00,106.51
DIS,4/14/2015 16:00:00,106.66
DIS,4/15/2015 16:00:00,106.98
DIS,4/16/2015 16:00:00,108.1
DIS,4/17/2015 16:00:00,106.69
DIS,4/20/2015 16:00:00,108.22
DIS,4/21/2015 16:00:00,107.68
DIS,4/22/2015 16:00:00,107.94
DIS,4/23/2015 16:00:00,109
DIS,4/24/2015 16:00:00,109.53
DIS,4/27/2015 16:00:00,110.16
DIS,4/28/2015 16:00:00,109.92
DIS,4/29/2015 16:00:00,109.81
DIS,4/30/2015 16:00:00,108.72
DIS,5/1/2015 16:00:00,110.52
DIS,5/4/2015 16:00:00,111.03
DIS,5/5/2015 16:00:00,110.81
DIS,5/6/2015 16:00:00,109.72
DIS,5/7/2015 16:00:00,109.26
DIS,5/8/2015 16:00:00,110.11
DIS,5/11/2015 16:00:00,108.6
DIS,5/12/2015 16:00:00,109.24
DIS,5/13/2015 16:00:00,109.19
DIS,5/14/2015 16:00:00,109.93
DIS,5/15/2015 16:00:00,110.3
DIS,5/18/2015 16:00:00,110.33
DIS,5/19/2015 16:00:00,110.56
DIS,5/20/2015 16:00:00,110.2
DIS,5/21/2015 16:00:00,110.39
DIS,5/22/2015 16:00:00,110.26
DIS,5/26/2015 16:00:00,109.44
DIS,5/27/2015 16:00:00,110.37
DIS,5/28/2015 16:00:00,110.53
DIS,5/29/2015 16:00:00,110.37
DIS,6/1/2015 16:00:00,110.96
DIS,6/2/2015 16:00:00,110.75
DIS,6/3/2015 16:00:00,111.17
DIS,6/4/2015 16:00:00,110.3
DIS,6/5/2015 16:00:00,110.3
DIS,6/8/2015 16:00:00,109.29
DIS,6/9/2015 16:00:00,108.52
DIS,6/10/2015 16:00:00,110
DIS,6/11/2015 16:00:00,110.62
DIS,6/12/2015 16:00:00,109.95
DIS,6/15/2015 16:00:00,110.18
DIS,6/16/2015 16:00:00,111.06
DIS,6/17/2015 16:00:00,111.49
DIS,6/18/2015 16:00:00,113.22
DIS,6/19/2015 16:00:00,112.62
DIS,6/22/2015 16:00:00,113.53
DIS,6/23/2015 16:00:00,114.41
DIS,6/24/2015 16:00:00,113.77
DIS,6/25/2015 16:00:00,114.45
DIS,6/26/2015 16:00:00,114.99
DIS,6/29/2015 16:00:00,113.05
DIS,6/30/2015 16:00:00,114.14
DIS,7/1/2015 16:00:00,115.13
DIS,7/2/2015 16:00:00,114.97
DIS,7/6/2015 16:00:00,115.7
DIS,7/7/2015 16:00:00,117.1
DIS,7/8/2015 16:00:00,115.19
DIS,7/9/2015 16:00:00,115.6
DIS,7/10/2015 16:00:00,116.44
DIS,7/13/2015 16:00:00,118.05
DIS,7/14/2015 16:00:00,117.85
DIS,7/15/2015 16:00:00,118.3
DIS,7/16/2015 16:00:00,119.07
DIS,7/17/2015 16:00:00,118.86
DIS,7/20/2015 16:00:00,119.58
DIS,7/21/2015 16:00:00,119.31
DIS,7/22/2015 16:00:00,119.33
DIS,7/23/2015 16:00:00,118.8
DIS,7/24/2015 16:00:00,118.91
DIS,7/27/2015 16:00:00,118.25
DIS,7/28/2015 16:00:00,118.46
DIS,7/29/2015 16:00:00,119.84
DIS,7/30/2015 16:00:00,120.03
DIS,7/31/2015 16:00:00,120
DIS,8/3/2015 16:00:00,121.12
DIS,8/4/2015 16:00:00,121.69
DIS,8/5/2015 16:00:00,110.53
DIS,8/6/2015 16:00:00,108.55
DIS,8/7/2015 16:00:00,109.35
DIS,8/10/2015 16:00:00,111
DIS,8/11/2015 16:00:00,108
DIS,8/12/2015 16:00:00,106.99
DIS,8/13/2015 16:00:00,107.52
DIS,8/14/2015 16:00:00,107.16
DIS,8/17/2015 16:00:00,109.05
DIS,8/18/2015 16:00:00,106.94
DIS,8/19/2015 16:00:00,106.45
DIS,8/20/2015 16:00:00,100.02
DIS,8/21/2015 16:00:00,98.84
DIS,8/24/2015 16:00:00,95.36
DIS,8/25/2015 16:00:00,95.89
DIS,8/26/2015 16:00:00,99.23
DIS,8/27/2015 16:00:00,102.17
DIS,8/28/2015 16:00:00,102.48
DIS,8/31/2015 16:00:00,101.88
DIS,9/1/2015 16:00:00,99.51
DIS,9/2/2015 16:00:00,101.89
DIS,9/3/2015 16:00:00,101.99
DIS,9/4/2015 16:00:00,100.97
DIS,9/8/2015 16:00:00,104.01
DIS,9/9/2015 16:00:00,101.91
DIS,9/10/2015 16:00:00,102.6
DIS,9/11/2015 16:00:00,104.48
DIS,9/14/2015 16:00:00,103.82
DIS,9/15/2015 16:00:00,103.43
DIS,9/16/2015 16:00:00,103.96
DIS,9/17/2015 16:00:00,104.2
DIS,9/18/2015 16:00:00,102.84
DIS,9/21/2015 16:00:00,103.41
DIS,9/22/2015 16:00:00,102.49
DIS,9/23/2015 16:00:00,101.57
DIS,9/24/2015 16:00:00,100.62
DIS,9/25/2015 16:00:00,100.3
DIS,9/28/2015 16:00:00,98.49
DIS,9/29/2015 16:00:00,99.42
DIS,9/30/2015 16:00:00,102.2
DIS,10/1/2015 16:00:00,102.67
DIS,10/2/2015 16:00:00,103
DIS,10/5/2015 16:00:00,103.85
DIS,10/6/2015 16:00:00,103.77
DIS,10/7/2015 16:00:00,103.39
DIS,10/8/2015 16:00:00,104.61
DIS,10/9/2015 16:00:00,105.56
DIS,10/12/2015 16:00:00,106.35
DIS,10/13/2015 16:00:00,106.59
DIS,10/14/2015 16:00:00,105.73
DIS,10/15/2015 16:00:00,107.89
DIS,10/16/2015 16:00:00,108.24
DIS,10/19/2015 16:00:00,109.47
DIS,10/20/2015 16:00:00,109.84
DIS,10/21/2015 16:00:00,110.09
DIS,10/22/2015 16:00:00,113.25
DIS,10/23/2015 16:00:00,113.09
DIS,10/26/2015 16:00:00,113.52
DIS,10/27/2015 16:00:00,113.77
DIS,10/28/2015 16:00:00,114.34
DIS,10/29/2015 16:00:00,115.04
DIS,10/30/2015 16:00:00,113.74
DIS,11/2/2015 16:00:00,115.04
DIS,11/3/2015 16:00:00,115.54
DIS,11/4/2015 16:00:00,113.25
DIS,11/5/2015 16:00:00,113
DIS,11/6/2015 16:00:00,115.67
DIS,11/9/2015 16:00:00,116.42
DIS,11/10/2015 16:00:00,117.42
DIS,11/11/2015 16:00:00,116.52
DIS,11/12/2015 16:00:00,116.21
DIS,11/13/2015 16:00:00,114.84
DIS,11/16/2015 16:00:00,115.92
DIS,11/17/2015 16:00:00,116.13
DIS,11/18/2015 16:00:00,118.14
DIS,11/19/2015 16:00:00,118.71
DIS,11/20/2015 16:00:00,120.07
DIS,11/23/2015 16:00:00,119.42
DIS,11/24/2015 16:00:00,117.95
DIS,11/25/2015 16:00:00,118.67
DIS,11/27/2015 16:00:00,115.13
DIS,11/30/2015 16:00:00,113.47
DIS,12/1/2015 16:00:00,115.39
DIS,12/2/2015 16:00:00,114
DIS,12/3/2015 16:00:00,111.89
DIS,12/4/2015 16:00:00,114.24
DIS,12/7/2015 16:00:00,113.83
DIS,12/8/2015 16:00:00,112.48
DIS,12/9/2015 16:00:00,111.47
DIS,12/10/2015 16:00:00,110.76
DIS,12/11/2015 16:00:00,108.04
DIS,12/14/2015 16:00:00,109.35
DIS,12/15/2015 16:00:00,112.16
DIS,12/16/2015 16:00:00,113.79
DIS,12/17/2015 16:00:00,112.01
DIS,12/18/2015 16:00:00,107.72
DIS,12/21/2015 16:00:00,106.59
DIS,12/22/2015 16:00:00,106.74
DIS,12/23/2015 16:00:00,105.56
DIS,12/24/2015 16:00:00,105.86
DIS,12/28/2015 16:00:00,107.25
DIS,12/29/2015 16:00:00,107.08
DIS,12/30/2015 16:00:00,106.34
DIS,12/31/2015 16:00:00,105.08
DIS,1/4/2016 16:00:00,102.98
DIS,1/5/2016 16:00:00,100.9
DIS,1/6/2016 16:00:00,100.36
DIS,1/7/2016 16:00:00,99.5
DIS,1/8/2016 16:00:00,99.25
DIS,1/11/2016 16:00:00,99.92
DIS,1/12/2016 16:00:00,101.46
DIS,1/13/2016 16:00:00,98.48
DIS,1/14/2016 16:00:00,99.11
DIS,1/15/2016 16:00:00,93.9
DIS,1/19/2016 16:00:00,93.97
DIS,1/20/2016 16:00:00,92.54
DIS,1/21/2016 16:00:00,94.02
DIS,1/22/2016 16:00:00,96.9
DIS,1/25/2016 16:00:00,95.29
DIS,1/26/2016 16:00:00,96.27
DIS,1/27/2016 16:00:00,94.32
DIS,1/28/2016 16:00:00,93.53
DIS,1/29/2016 16:00:00,95.82
DIS,2/1/2016 16:00:00,95.15
DIS,2/2/2016 16:00:00,93.12
DIS,2/3/2016 16:00:00,95.14
DIS,2/4/2016 16:00:00,95.43
DIS,2/5/2016 16:00:00,93.9
DIS,2/8/2016 16:00:00,92.12
DIS,2/9/2016 16:00:00,92.32
DIS,2/10/2016 16:00:00,88.85
DIS,2/11/2016 16:00:00,90.31
DIS,2/12/2016 16:00:00,91.15
DIS,2/16/2016 16:00:00,92.91
DIS,2/17/2016 16:00:00,95.5
DIS,2/18/2016 16:00:00,95.17
DIS,2/19/2016 16:00:00,95.01
DIS,2/22/2016 16:00:00,96.37
DIS,2/23/2016 16:00:00,95.38
DIS,2/24/2016 16:00:00,95.43
DIS,2/25/2016 16:00:00,95.65
DIS,2/26/2016 16:00:00,95.31
DIS,2/29/2016 16:00:00,95.52
DIS,3/1/2016 16:00:00,97.65
DIS,3/2/2016 16:00:00,97
DIS,3/3/2016 16:00:00,98.82
DIS,3/4/2016 16:00:00,98.48
DIS,3/7/2016 16:00:00,99.39
DIS,3/8/2016 16:00:00,97.82
DIS,3/9/2016 16:00:00,97.66
DIS,3/10/2016 16:00:00,97.04
DIS,3/11/2016 16:00:00,97.94
DIS,3/14/2016 16:00:00,98.81
DIS,3/15/2016 16:00:00,98.24
DIS,3/16/2016 16:00:00,98.44
DIS,3/17/2016 16:00:00,99.6
DIS,3/18/2016 16:00:00,99.2
DIS,3/21/2016 16:00:00,98.46
DIS,3/22/2016 16:00:00,97.58
DIS,3/23/2016 16:00:00,96.83
DIS,3/24/2016 16:00:00,97.22
DIS,3/28/2016 16:00:00,98.09
DIS,3/29/2016 16:00:00,98.16
DIS,3/30/2016 16:00:00,98.91
DIS,3/31/2016 16:00:00,99.31
DIS,4/1/2016 16:00:00,99.07
DIS,4/4/2016 16:00:00,98.68
DIS,4/5/2016 16:00:00,97
DIS,4/6/2016 16:00:00,97.48
DIS,4/7/2016 16:00:00,96.16
DIS,4/8/2016 16:00:00,96.42
DIS,4/11/2016 16:00:00,96.27
DIS,4/12/2016 16:00:00,97.35
DIS,4/13/2016 16:00:00,99.48
DIS,4/14/2016 16:00:00,98.63
DIS,4/15/2016 16:00:00,98.59
DIS,4/18/2016 16:00:00,101.48
DIS,4/19/2016 16:00:00,102.64
DIS,4/20/2016 16:00:00,103.27
DIS,4/21/2016 16:00:00,102.91
DIS,4/22/2016 16:00:00,103.77
DIS,4/25/2016 16:00:00,104.57
DIS,4/26/2016 16:00:00,104.89
DIS,4/27/2016 16:00:00,105.28
DIS,4/28/2016 16:00:00,104.03
DIS,4/29/2016 16:00:00,103.26
DIS,5/2/2016 16:00:00,104.36
DIS,5/3/2016 16:00:00,103.78
DIS,5/4/2016 16:00:00,103.67
DIS,5/5/2016 16:00:00,104.93
DIS,5/6/2016 16:00:00,105.54
DIS,5/9/2016 16:00:00,105.34
DIS,5/10/2016 16:00:00,106.6
DIS,5/11/2016 16:00:00,102.29
DIS,5/12/2016 16:00:00,101.71
DIS,5/13/2016 16:00:00,100.52
DIS,5/16/2016 16:00:00,100.36
DIS,5/17/2016 16:00:00,99.94
DIS,5/18/2016 16:00:00,99
DIS,5/19/2016 16:00:00,98.41
DIS,5/20/2016 16:00:00,99.78
DIS,5/23/2016 16:00:00,99.18
DIS,5/24/2016 16:00:00,99.51
DIS,5/25/2016 16:00:00,99.86
DIS,5/26/2016 16:00:00,99.81
DIS,5/27/2016 16:00:00,100.29
DIS,5/31/2016 16:00:00,99.22
DIS,6/1/2016 16:00:00,98.52
DIS,6/2/2016 16:00:00,98.72
DIS,6/3/2016 16:00:00,98.75
DIS,6/6/2016 16:00:00,98.78
DIS,6/7/2016 16:00:00,98.35
DIS,6/8/2016 16:00:00,98.04
DIS,6/9/2016 16:00:00,97.84
DIS,6/10/2016 16:00:00,97.34
DIS,6/13/2016 16:00:00,97.57
DIS,6/14/2016 16:00:00,98.4
DIS,6/15/2016 16:00:00,98.27
DIS,6/16/2016 16:00:00,98.38
DIS,6/17/2016 16:00:00,99
DIS,6/20/2016 16:00:00,99.57
DIS,6/21/2016 16:00:00,98.82
DIS,6/22/2016 16:00:00,98.79
DIS,6/23/2016 16:00:00,99.02
DIS,6/24/2016 16:00:00,95.72
DIS,6/27/2016 16:00:00,94.38
DIS,6/28/2016 16:00:00,96.05
DIS,6/29/2016 16:00:00,96.98
DIS,6/30/2016 16:00:00,97.82
DIS,7/1/2016 16:00:00,98.03
DIS,7/5/2016 16:00:00,97.66
DIS,7/6/2016 16:00:00,98.45
DIS,7/7/2016 16:00:00,98.41
DIS,7/8/2016 16:00:00,99.62
DIS,7/11/2016 16:00:00,99.98
DIS,7/12/2016 16:00:00,100.2
DIS,7/13/2016 16:00:00,99.88
DIS,7/14/2016 16:00:00,99.97
DIS,7/15/2016 16:00:00,99.8
DIS,7/18/2016 16:00:00,100.15
DIS,7/19/2016 16:00:00,99.47
DIS,7/20/2016 16:00:00,98.22
DIS,7/21/2016 16:00:00,98.01
DIS,7/22/2016 16:00:00,97.71
DIS,7/25/2016 16:00:00,97.39
DIS,7/26/2016 16:00:00,96.69
DIS,7/27/2016 16:00:00,96.33
DIS,7/28/2016 16:00:00,95.91
DIS,7/29/2016 16:00:00,95.95
DIS,8/1/2016 16:00:00,95.54
DIS,8/2/2016 16:00:00,95.01
DIS,8/3/2016 16:00:00,96.09
DIS,8/4/2016 16:00:00,95.16
DIS,8/5/2016 16:00:00,95.83
DIS,8/8/2016 16:00:00,95.75
DIS,8/9/2016 16:00:00,96.67
DIS,8/10/2016 16:00:00,97.86
DIS,8/11/2016 16:00:00,97.77
DIS,8/12/2016 16:00:00,96.84
DIS,8/15/2016 16:00:00,97.1
DIS,8/16/2016 16:00:00,96.88
DIS,8/17/2016 16:00:00,96.87
DIS,8/18/2016 16:00:00,96.65
DIS,8/19/2016 16:00:00,96.39
DIS,8/22/2016 16:00:00,95.87
DIS,8/23/2016 16:00:00,95.97
DIS,8/24/2016 16:00:00,95.82
DIS,8/25/2016 16:00:00,95.55
DIS,8/26/2016 16:00:00,95.21
DIS,8/29/2016 16:00:00,94.87
DIS,8/30/2016 16:00:00,94.86
DIS,8/31/2016 16:00:00,94.46
DIS,9/1/2016 16:00:00,94.26
DIS,9/2/2016 16:00:00,94.42
DIS,9/6/2016 16:00:00,93.8
DIS,9/7/2016 16:00:00,93.71
DIS,9/8/2016 16:00:00,94.09
DIS,9/9/2016 16:00:00,92.42
DIS,9/12/2016 16:00:00,93.64
DIS,9/13/2016 16:00:00,92.7
DIS,9/14/2016 16:00:00,92.26
DIS,9/15/2016 16:00:00,92.5
DIS,9/16/2016 16:00:00,92.56
DIS,9/19/2016 16:00:00,92.63
DIS,9/20/2016 16:00:00,92.95
DIS,9/21/2016 16:00:00,92.39
DIS,9/22/2016 16:00:00,93.41
DIS,9/23/2016 16:00:00,93.27
DIS,9/26/2016 16:00:00,91.96
DIS,9/27/2016 16:00:00,91.72
DIS,9/28/2016 16:00:00,92.2
DIS,9/29/2016 16:00:00,91.8
DIS,9/30/2016 16:00:00,92.86
DIS,10/3/2016 16:00:00,92.49
DIS,10/4/2016 16:00:00,92.59
DIS,10/5/2016 16:00:00,92.45
DIS,10/6/2016 16:00:00,92.83
DIS,10/7/2016 16:00:00,92.49
DIS,10/10/2016 16:00:00,92.49
DIS,10/11/2016 16:00:00,91.86
DIS,10/12/2016 16:00:00,91.41
DIS,10/13/2016 16:00:00,91.12
DIS,10/14/2016 16:00:00,91.3
DIS,10/17/2016 16:00:00,90.83
DIS,10/18/2016 16:00:00,91.17
DIS,10/19/2016 16:00:00,91.93
DIS,10/20/2016 16:00:00,92.03
DIS,10/21/2016 16:00:00,93.03
DIS,10/24/2016 16:00:00,93.37
DIS,10/25/2016 16:00:00,92.75
DIS,10/26/2016 16:00:00,93.49
DIS,10/27/2016 16:00:00,94.02
DIS,10/28/2016 16:00:00,93.85
DIS,10/31/2016 16:00:00,92.69
DIS,11/1/2016 16:00:00,92.39
DIS,11/2/2016 16:00:00,91.91
DIS,11/3/2016 16:00:00,93.37
DIS,11/4/2016 16:00:00,92.45
DIS,11/7/2016 16:00:00,94.43
DIS,11/8/2016 16:00:00,94.38
DIS,11/9/2016 16:00:00,94.64
DIS,11/10/2016 16:00:00,94.96
DIS,11/11/2016 16:00:00,97.68
DIS,11/14/2016 16:00:00,97.92
DIS,11/15/2016 16:00:00,97.7
DIS,11/16/2016 16:00:00,99.12
DIS,11/17/2016 16:00:00,99.37
DIS,11/18/2016 16:00:00,98.24
DIS,11/21/2016 16:00:00,97.63
DIS,11/22/2016 16:00:00,97.71
DIS,11/23/2016 16:00:00,98.26
DIS,11/25/2016 16:00:00,98.82
DIS,11/28/2016 16:00:00,98.97
DIS,11/29/2016 16:00:00,99.67
DIS,11/30/2016 16:00:00,99.12
DIS,12/1/2016 16:00:00,98.94
DIS,12/2/2016 16:00:00,98.5
DIS,12/5/2016 16:00:00,99.96
DIS,12/6/2016 16:00:00,100.66
DIS,12/7/2016 16:00:00,101.99
DIS,12/8/2016 16:00:00,103.38
DIS,12/9/2016 16:00:00,104.86
DIS,12/12/2016 16:00:00,104.06
DIS,12/13/2016 16:00:00,103.85
DIS,12/14/2016 16:00:00,104.05
DIS,12/15/2016 16:00:00,104.39
DIS,12/16/2016 16:00:00,103.91
DIS,12/19/2016 16:00:00,105.3
DIS,12/20/2016 16:00:00,105.46
DIS,12/21/2016 16:00:00,105.56
DIS,12/22/2016 16:00:00,105.42
DIS,12/23/2016 16:00:00,105.15
DIS,12/27/2016 16:00:00,105.17
DIS,12/28/2016 16:00:00,104.3
DIS,12/29/2016 16:00:00,104.56
DIS,12/30/2016 16:00:00,104.22
DIS,1/3/2017 16:00:00,106.08
DIS,1/4/2017 16:00:00,107.44
DIS,1/5/2017 16:00:00,107.38
DIS,1/6/2017 16:00:00,108.98
DIS,1/9/2017 16:00:00,108.36
DIS,1/10/2017 16:00:00,108.38
DIS,1/11/2017 16:00:00,109.44
DIS,1/12/2017 16:00:00,107.53
DIS,1/13/2017 16:00:00,108.06
DIS,1/17/2017 16:00:00,107.97
DIS,1/18/2017 16:00:00,108.16
